timestamp,total_devices,successful_devices,failed_devices,success_rate,processing_time_seconds,google_searches,gsmarena_direct_hits,gsmchoice_fallbacks,notes
20250716_154827,53,41,12,77.35849056603774,1551.203154,53,25,28,
