timestamp,total_devices,successful_devices,failed_devices,success_rate,processing_time_seconds,google_searches,gsmarena_direct_hits,gsmchoice_fallbacks,notes
20250716_174500,53,52,1,98.11320754716981,1936.662358,41,24,17,
