timestamp,total_devices,successful_devices,failed_devices,success_rate,processing_time_seconds,google_searches,gsmarena_direct_hits,gsmchoice_fallbacks,notes
20250717_025630,837,12,825,1.4336917562724014,25515.469365,837,5,832,
